category,subcategory,skill_name,level,weighted_score,description,evidence_examples,developer_type
메시지 큐 및 스트리밍,메시지 브로커,Kafka,Intermediate,38,파티션 + 컨슈머 그룹,파티션 + 컨슈머 그룹,"Backend
메시지 큐 및 스트리밍,메시지 브로커,Kafka,Advanced,80,트랜잭션 + Exactly-once 시맨틱,트랜잭션 + Exactly-once 시맨틱,"Backend
데이터 처리 최적화,대용량 데이터,Polars,Basic,9,기본 DataFrame 연산,기본 DataFrame 연산,"Data
데이터 처리 최적화,대용량 데이터,Polars,Intermediate,35,LazyFrames + 표현식,LazyFrames + 표현식,"Data
데이터 처리 최적화,대용량 데이터,Polars,Advanced,80,커스텀 표현식 + 스트리밍,커스텀 표현식 + 스트리밍,"Data
데이터 처리 최적화,대용량 데이터,Dask,Basic,10,Dask DataFrame 생성,Dask DataFrame 생성,"Data
데이터 처리 최적화,대용량 데이터,Dask,Intermediate,38,병렬 컴퓨팅 + 지연 평가,병렬 컴퓨팅 + 지연 평가,"Data
데이터 처리 최적화,대용량 데이터,Dask,Advanced,80,분산 클러스터 + 메모리 최적화,분산 클러스터 + 메모리 최적화,"Data
개발 도구,Git,기본 명령어,Basic,4,"add, commit, push 기본 사용"
개발 도구,Git,기본 명령어,Intermediate,,20,브랜치 전략 + rebase,"git rebase, git cherry-pick"
개발 도구,Git,기본 명령어,Advanced,,60,복잡한 히스토리 관리 + submodule,"git reflog, git bisect
API & 통신,GraphQL,쿼리 작성,Basic,8,기본 query/mutation,query { users { id name } },"Backend
API & 통신,GraphQL,쿼리 작성,Intermediate,,30,fragments + variables,"@include, @skip
API & 통신,GraphQL,쿼리 작성,Advanced,,76,스키마 설계 + 리졸버 최적화,"DataLoader, N+1 해결"
API & 통신,gRPC,서비스 정의,Basic,9,.proto 파일 작성,service UserService { rpc GetUser },Backend
API & 통신,gRPC,서비스 정의,Intermediate,,32,스트리밍 RPC,"stream Request, stream Response"
API & 통신,gRPC,서비스 정의,Advanced,,80,인터셉터 + 메타데이터,"Custom interceptor, deadline"
API & 통신,Protobuf,메시지 정의,Intermediate,,28,복잡한 메시지 구조,"oneof, map
API & 통신,Protobuf,메시지 정의,Advanced,,72,커스텀 옵션 + 확장,"extend, option"
데이터 저장,ElasticSearch,인덱싱 및 검색,Basic,,9,기본 CRUD,"index, search 기본 쿼리"
데이터 저장,ElasticSearch,인덱싱 및 검색,Intermediate,,35,복잡한 쿼리 DSL,"bool query, aggregations"
데이터 저장,ElasticSearch,인덱싱 및 검색,Advanced,,80,커스텀 analyzer + 성능 튜닝,"custom analyzer, shard 최적화"
데이터 저장,Neo4j,그래프 쿼리,Intermediate,,32,Cypher 쿼리 작성,"MATCH (n)-[r]->(m) RETURN n,r
데이터 저장,Neo4j,그래프 쿼리,Advanced,,80,복잡한 그래프 알고리즘,"shortest path, PageRank"
메시지 큐,Kafka,스트림 처리,Intermediate,,35,Kafka Streams 기본,"KStream, KTable"
메시지 큐,Kafka,스트림 처리,Advanced,,80,복잡한 토폴로지 + 상태 저장소,"windowing, joining streams"
인프라,Nginx,설정 및 운영,Basic,8,기본 서버 블록,server { listen 80; },DevOps
인프라,Nginx,설정 및 운영,Intermediate,,30,리버스 프록시 + 로드밸런싱,"proxy_pass, upstream"
인프라,Nginx,설정 및 운영,Advanced,,76,커스텀 모듈 + 성능 튜닝,"worker_processes, caching"
인프라,Terraform,인프라 코드,Basic,10,기본 리소스 정의,resource aws_instance,DevOps
인프라,Terraform,인프라 코드,Intermediate,,38,모듈화 + 변수,"module, variables
인프라,Terraform,인프라 코드,Advanced,,80,복잡한 상태 관리 + 워크스페이스,"remote backend, workspaces"
인프라,Ansible,자동화,Basic,9,기본 플레이북,- hosts: all tasks: - name:,DevOps
인프라,Ansible,자동화,Intermediate,,35,roles + inventory,"roles, group_vars"
인프라,Ansible,자동화,Advanced,,80,커스텀 모듈 + 동적 인벤토리,"custom module, dynamic inventory"
모니터링,Prometheus,메트릭 수집,Basic,,9,기본 메트릭 노출,"prometheus_client counter, gauge"
모니터링,Prometheus,메트릭 수집,Intermediate,,32,PromQL + 알림 규칙,"rate, histogram_quantile"
모니터링,Prometheus,메트릭 수집,Advanced,,80,서비스 디스커버리 + 연합,"file_sd, relabeling"
모니터링,Grafana,대시보드,Basic,,8,기본 패널 생성,"Graph, Stat panels"
모니터링,Grafana,대시보드,Intermediate,,30,템플릿 변수 + 알림,"variables, alerting"
모니터링,Grafana,대시보드,Advanced,,80,커스텀 플러그인 + 프로비저닝,"custom panel, provisioning"
메시지 큐,RabbitMQ,Exchange 패턴,Intermediate,,32,다양한 Exchange 타입,"direct, topic
메시지 큐,RabbitMQ,Exchange 패턴,Advanced,,80,복잡한 라우팅 + 플러그인,"shovel, federation plugin"
데이터 저장,SQLite,임베디드 DB,Basic,,6,기본 SQL 쿼리,"SELECT, INSERT
데이터 저장,SQLite,임베디드 DB,Intermediate,,25,트랜잭션 + 인덱스,"BEGIN, CREATE INDEX"
데이터 저장,SQLite,임베디드 DB,Advanced,68,WAL 모드 + 최적화,PRAGMA journal_mode=WAL,"Data
클라우드 저장소,MinIO,객체 스토리지,Basic,,9,기본 업로드/다운로드,"put_object, get_object"
클라우드 저장소,MinIO,객체 스토리지,Intermediate,,32,버킷 정책 + 라이프사이클,"bucket policy, lifecycle rules"
클라우드 저장소,MinIO,객체 스토리지,Advanced,,80,멀티파트 업로드 + 암호화,"multipart upload, SSE"
실시간 통신,WebSocket,양방향 통신,Basic,,9,기본 연결 및 메시지,"WebSocket(), send()
실시간 통신,WebSocket,양방향 통신,Intermediate,,32,재연결 로직 + 하트비트,"ping/pong, reconnection"
실시간 통신,WebSocket,양방향 통신,Advanced,,80,스케일링 + Redis Pub/Sub,"horizontal scaling, pub/sub"
실시간 통신,SSE,서버 푸시,Intermediate,,28,기본 이벤트 스트림,"text/event-stream, EventSource"
실시간 통신,SSE,서버 푸시,Advanced,,72,재연결 + 커스텀 이벤트,"Last-Event-ID, custom events"
템플릿 엔진,Jinja2,템플릿 작성,Basic,,8,기본 변수 및 반복,"{{ var }}, {% for %}"
템플릿 엔진,Jinja2,템플릿 작성,Intermediate,,28,상속 + 필터,"{% extends %}, {{ var|filter }}"
템플릿 엔진,Jinja2,템플릿 작성,Advanced,72,커스텀 필터 + 전역 함수,@app.template_filter,"Backend
모니터링,New Relic,APM,Intermediate,30,기본 트랜잭션 추적,transaction tracing,"DevOps
모니터링,New Relic,APM,Advanced,,80,커스텀 메트릭 + 알림,"custom metrics, alert policies"
보안,HashiCorp Vault,비밀 관리,Intermediate,,32,시크릿 읽기/쓰기,"kv-v2 engine, dynamic secrets"
보안,HashiCorp Vault,비밀 관리,Advanced,,80,PKI + 동적 시크릿,"PKI engine, database secrets"
인증 & 권한,LDAP,디렉토리 서비스,Intermediate,,30,LDAP 쿼리 및 인증,"ldapsearch, bind"
인증 & 권한,LDAP,디렉토리 서비스,Advanced,,80,복잡한 필터 + 그룹 관리,"complex filters, nested groups"
인증 & 권한,Keycloak,IAM,Intermediate,,35,Realm 설정 + 클라이언트,"realms, clients
인증 & 권한,Keycloak,IAM,Advanced,,80,커스텀 SPI + 페더레이션,"custom SPI, user federation"
캐싱,Memcached,분산 캐시,Basic,,8,기본 get/set,"client.get, client.set"
캐싱,Memcached,분산 캐시,Intermediate,,28,만료 시간 + CAS,"expiry, compare-and-swap"
캐싱,Memcached,분산 캐시,Advanced,72,일관성 해싱 + 클러스터링,consistent hashing,All
캐싱,Varnish,HTTP 캐시,Intermediate,,32,VCL 기본 설정,"vcl_recv, vcl_backend_response"
캐싱,Varnish,HTTP 캐시,Advanced,,80,복잡한 캐싱 전략 + ESI,"ESI, edge includes"
빅데이터,Apache Spark,분산 처리,Intermediate,,38,RDD 및 DataFrame 연산,"rdd.map, df.filter"
빅데이터,Apache Spark,분산 처리,Advanced,,80,MLlib + Spark Streaming,"MLlib pipelines, structured streaming"
워크플로우,Airflow,Task Dependencies,Intermediate,,35,TaskGroups + Sensors,"TaskGroup, ExternalTaskSensor"
워크플로우,Airflow,Task Dependencies,Advanced,80,Dynamic DAGs + SubDAGs,dynamic task mapping,"Backend
워크플로우,Prefect,데이터 파이프라인,Basic,,10,기본 Flow 작성,"@flow, @task"
워크플로우,Prefect,데이터 파이프라인,Intermediate,,35,파라미터 + 재시도,"parameters, retries"
워크플로우,Prefect,데이터 파이프라인,Advanced,,80,Deployment + Agents,"deployments, work queues"
웹 프레임워크,FastAPI 심화,WebSocket 처리,Intermediate,,32,실시간 양방향 통신 구현,"WebSocket endpoint, await websocket.accept()"
웹 프레임워크,FastAPI 심화,WebSocket 처리,Advanced,80,스케일링 + Redis Pub/Sub 통합,WebSocket + Redis pub/sub,"Backend
웹 프레임워크,FastAPI 심화,GraphQL 통합,Intermediate,35,Strawberry/Ariadne 통합,GraphQL schema with FastAPI,"Backend
웹 프레임워크,FastAPI 심화,GraphQL 통합,Advanced,,80,DataLoader + 복잡한 리졸버,"DataLoader pattern, N+1 해결"
웹 프레임워크,FastAPI 심화,이벤트 시스템,Intermediate,30,startup/shutdown 이벤트,@app.on_event('startup'),"Backend
웹 프레임워크,FastAPI 심화,이벤트 시스템,Advanced,76,Lifespan context manager,async with lifespan:,"Backend
웹 프레임워크,Django 심화,Django Channels,Intermediate,38,WebSocket consumer 작성,AsyncWebsocketConsumer,"Backend
웹 프레임워크,Django 심화,Django Channels,Advanced,,80,Channel layers + Redis,"get_channel_layer, group_send"
웹 프레임워크,Django 심화,Django Celery Beat,Intermediate,,35,주기적 작업 스케줄링,"PeriodicTask, CrontabSchedule"
웹 프레임워크,Django 심화,Django Celery Beat,Advanced,80,동적 작업 생성 + 모니터링,Dynamic task creation,"Backend
웹 프레임워크,Django 심화,Django Rest Framework ViewSets,Advanced,,80,커스텀 액션 + 복잡한 권한,"@action decorator, custom permissions"
웹 프레임워크,Django 심화,Django Ninja,Intermediate,32,FastAPI 스타일 Django,Django Ninja router,"Backend
웹 프레임워크,Django 심화,Django Debug Toolbar,Intermediate,,28,성능 프로파일링,"SQL queries, cache hits"
웹 프레임워크,Django 심화,Django Extensions,Intermediate,,30,개발 생산성 도구,"shell_plus, runserver_plus"
웹 프레임워크,Flask 심화,Flask-CORS,Intermediate,,25,CORS 설정,"CORS(app, resources={...})"
웹 프레임워크,Flask 심화,Flask-Limiter,Intermediate,30,Rate limiting,@limiter.limit('10 per minute'),"Backend
웹 프레임워크,Flask 심화,Flask-Caching,Intermediate,32,캐싱 전략,@cache.cached(timeout=60),"Backend
웹 프레임워크,Flask 심화,Flask-Migrate,Intermediate,30,Alembic 기반 마이그레이션,flask db migrate,"Backend
웹 프레임워크,Flask 심화,Flask-JWT-Extended,Intermediate,35,JWT 인증,create_access_token,"Backend
웹 프레임워크,Flask 심화,Flask-Mail,Intermediate,,28,이메일 발송,"Message, mail.send"
프론트엔드 통합,HTMX,동적 UI,Basic,,10,HTML over the wire,"hx-get, hx-post"
프론트엔드 통합,HTMX,동적 UI,Intermediate,,32,이벤트 + 트리거,"hx-trigger, hx-swap"
프론트엔드 통합,Alpine.js,경량 JS 프레임워크,Basic,,9,기본 디렉티브,"x-data, x-show"
프론트엔드 통합,Alpine.js,경량 JS 프레임워크,Intermediate,,30,컴포넌트 + 스토어,"Alpine.store, Alpine.data"
프론트엔드 통합,Tailwind CSS,유틸리티 CSS,Basic,,9,기본 클래스 사용,"flex, grid
프론트엔드 통합,Tailwind CSS,유틸리티 CSS,Intermediate,30,커스텀 설정,tailwind.config.js,"Frontend
프론트엔드 통합,Bootstrap,CSS 프레임워크,Basic,,8,그리드 시스템,"container, row
프론트엔드 통합,Webpack,번들러,Intermediate,32,기본 설정,webpack.config.js,"Frontend
프론트엔드 통합,Vite,빌드 도구,Intermediate,30,빠른 개발 서버,vite.config.js,"Frontend
데이터베이스,PostgreSQL,고급 쿼리,Intermediate,,35,CTE + Window 함수,"WITH RECURSIVE, ROW_NUMBER()"
데이터베이스,PostgreSQL,고급 쿼리,Advanced,,80,Full-text search + GIN 인덱스,"tsvector, tsquery
데이터베이스,PostgreSQL,파티셔닝,Advanced,80,테이블 파티셔닝,PARTITION BY RANGE,"Backend
데이터베이스,PostgreSQL,복제,Advanced,,80,스트리밍 복제,"pg_basebackup, replication slots"
데이터베이스,PostgreSQL,JSON 처리,Intermediate,32,JSONB 타입,jsonb_path_query,"Backend
데이터베이스,PostgreSQL,PL/pgSQL,Advanced,,76,저장 프로시저,"CREATE FUNCTION, TRIGGER"
데이터베이스,MySQL,InnoDB 최적화,Advanced,76,버퍼 풀 튜닝,innodb_buffer_pool_size,"Backend
데이터베이스,MySQL,레플리케이션,Advanced,,80,Master-Slave 설정,"binlog, slave configuration"
데이터베이스,MySQL,파티셔닝,Advanced,76,Range/Hash 파티션,PARTITION BY,"Backend
데이터베이스,MongoDB,집계 최적화,Advanced,80,인덱스 활용 + 파이프라인,$lookup with index,"Backend
데이터베이스,MongoDB,샤딩,Advanced,80,분산 데이터,sh.shardCollection,"DevOps
데이터베이스,MongoDB,Change Streams,Advanced,76,실시간 변경 감지,watch() on collection,"Backend
데이터베이스,MongoDB,GridFS,Intermediate,32,대용량 파일 저장,GridFS bucket,"Backend
데이터베이스,Redis,Redis Streams,Intermediate,,35,이벤트 스트리밍,"XADD, XREAD
데이터베이스,Redis,Redis Streams,Advanced,,80,복잡한 컨슈머 그룹,"XACK, XPENDING"
데이터베이스,Redis,Redis Modules,Advanced,,76,"RediSearch, RedisJSON","FT.CREATE
데이터베이스,Redis,Redis Cluster,Advanced,,80,클러스터 운영,"CLUSTER SLOTS, resharding"
데이터베이스,Redis,Redis Sentinel,Advanced,,76,고가용성,"sentinel.conf, failover"
AI/ML,자연어 처리,spaCy,Basic,,10,기본 NLP 파이프라인,"nlp = spacy.load, doc = nlp(text)"
AI/ML,자연어 처리,spaCy,Intermediate,,35,커스텀 컴포넌트,"Language.component, custom pipeline"
AI/ML,자연어 처리,spaCy,Advanced,,80,학습 + 배포,"spacy train, packaging"
AI/ML,자연어 처리,NLTK,Basic,,9,토큰화 + 품사 태깅,"word_tokenize, pos_tag"
AI/ML,자연어 처리,NLTK,Intermediate,30,감성 분석,SentimentIntensityAnalyzer,"AI/ML
AI/ML,자연어 처리,Gensim,Intermediate,,32,토픽 모델링,"LdaModel, Word2Vec"
AI/ML,자연어 처리,Gensim,Advanced,76,Doc2Vec + 커스텀 코퍼스,Doc2Vec training,"AI/ML
AI/ML,자연어 처리,SentenceTransformers,Intermediate,35,문장 임베딩,model.encode(sentences),"AI/ML
AI/ML,자연어 처리,SentenceTransformers,Advanced,,80,파인튜닝,"InputExample, DataLoader"
AI/ML,컴퓨터 비전,OpenCV,Basic,,10,이미지 읽기/쓰기,"cv2.imread, cv2.imshow"
AI/ML,컴퓨터 비전,OpenCV,Intermediate,,35,이미지 처리,"cv2.filter2D, cv2.threshold"
AI/ML,컴퓨터 비전,OpenCV,Advanced,,80,객체 감지 + 추적,"cv2.TrackerKCF, cascade classifier"
AI/ML,컴퓨터 비전,Pillow,Basic,,9,이미지 조작,"Image.open, resize
AI/ML,컴퓨터 비전,Pillow,Intermediate,,30,필터 + 변환,"ImageFilter, ImageOps"
AI/ML,컴퓨터 비전,torchvision,Intermediate,35,사전 학습 모델,models.resnet50(pretrained=True),AI/ML
AI/ML,컴퓨터 비전,torchvision,Advanced,,80,커스텀 데이터셋,"Dataset, DataLoader
AI/ML,컴퓨터 비전,YOLO,Intermediate,,38,객체 감지,"YOLOv8, ultralytics"
AI/ML,컴퓨터 비전,YOLO,Advanced,80,커스텀 학습,Custom dataset training,AI/ML
AI/ML,강화학습,OpenAI Gym,Basic,,12,기본 환경,"env = gym.make, env.step"
AI/ML,강화학습,OpenAI Gym,Intermediate,38,커스텀 환경,gym.Env 상속,AI/ML
AI/ML,강화학습,Stable Baselines3,Intermediate,,40,RL 알고리즘,"PPO, A2C
AI/ML,강화학습,Stable Baselines3,Advanced,80,하이퍼파라미터 튜닝,Optuna + SB3,AI/ML
AI/ML,MLOps,MLflow,Basic,,12,실험 추적,"mlflow.log_param, log_metric"
AI/ML,MLOps,MLflow,Intermediate,38,모델 레지스트리,mlflow.register_model,"AI/ML
AI/ML,MLOps,MLflow,Advanced,,80,모델 배포,"MLflow serving, REST API"
AI/ML,MLOps,Weights & Biases,Basic,,12,실험 로깅,"wandb.init, wandb.log"
AI/ML,MLOps,Weights & Biases,Intermediate,38,하이퍼파라미터 스윕,wandb.sweep,"AI/ML
AI/ML,MLOps,DVC,Intermediate,,35,데이터 버전 관리,"dvc add, dvc push"
AI/ML,MLOps,DVC,Advanced,,80,파이프라인 관리,"dvc.yaml, dvc repro"
AI/ML,MLOps,Kubeflow,Advanced,,80,ML 파이프라인,"Kubeflow Pipelines, KFServing"
데이터 엔지니어링,Airflow,TaskFlow API,Intermediate,35,파이썬 데코레이터,@task decorator,"Data
데이터 엔지니어링,Airflow,TaskFlow API,Advanced,,80,XCom + 타입 힌트,"Typed XCom, TaskGroup"
데이터 엔지니어링,Airflow,커스텀 오퍼레이터,Advanced,80,BaseOperator 상속,Custom operator class,"Data
데이터 엔지니어링,Airflow,Sensor,Intermediate,,32,외부 이벤트 대기,"ExternalTaskSensor, FileSensor"
데이터 엔지니어링,Airflow,Connection & Hook,Intermediate,,35,외부 시스템 연동,"Hook, Connection"
데이터 엔지니어링,Spark,Spark SQL,Intermediate,,38,DataFrame 연산,"df.select, df.filter
데이터 엔지니어링,Spark,Spark SQL,Advanced,,80,UDF + 윈도우 함수,"udf, Window.partitionBy"
데이터 엔지니어링,Spark,Spark Streaming,Advanced,,80,실시간 처리,"readStream, writeStream"
데이터 엔지니어링,Spark,Spark MLlib,Intermediate,,38,분산 머신러닝,"Pipeline, VectorAssembler"
데이터 엔지니어링,Spark,PySpark 최적화,Advanced,,80,파티셔닝 + 캐싱,"repartition, cache
데이터 엔지니어링,Kafka,Kafka Connect,Intermediate,38,커넥터 설정,Source/Sink connectors,"Data
데이터 엔지니어링,Kafka,Kafka Connect,Advanced,80,커스텀 커넥터,Custom connector development,"Backend
데이터 엔지니어링,Kafka,ksqlDB,Intermediate,,38,SQL 스트림 처리,"CREATE STREAM, SELECT"
데이터 엔지니어링,Kafka,ksqlDB,Advanced,,80,복잡한 조인 + 집계,"Stream-table join, windowing"
데이터 엔지니어링,Kafka,Schema Registry,Intermediate,,35,Avro 스키마 관리,"Schema Registry, Avro"
데이터 엔지니어링,DBT,모델 작성,Basic,12,SQL 변환,{{ ref('model') }},Data
데이터 엔지니어링,DBT,모델 작성,Intermediate,,38,증분 모델,"incremental models, {{ is_incremental() }}"
데이터 엔지니어링,DBT,테스트,Intermediate,32,데이터 품질,schema.yml tests,"Data
데이터 엔지니어링,DBT,매크로,Advanced,,76,재사용 가능한 SQL,"{% macro %}, Jinja"
데이터 엔지니어링,Great Expectations,데이터 검증,Intermediate,35,Expectation 작성,expect_column_values_to_be_unique,"Data
데이터 엔지니어링,Great Expectations,데이터 검증,Advanced,80,커스텀 Expectation,Custom expectation class,"Data
DevOps,Kubernetes,Pod 관리,Basic,12,기본 Pod 배포,kubectl create pod,DevOps
DevOps,Kubernetes,Pod 관리,Intermediate,38,Deployment + Service,kubectl apply -f deployment.yaml,DevOps
DevOps,Kubernetes,ConfigMap & Secret,Intermediate,,35,설정 관리,"ConfigMap, Secret"
DevOps,Kubernetes,StatefulSet,Advanced,,76,상태 유지 앱,"StatefulSet, PVC"
DevOps,Kubernetes,Ingress,Intermediate,,38,라우팅,"Ingress, Ingress Controller"
DevOps,Kubernetes,Helm,Intermediate,,40,패키지 관리,"helm install, Chart.yaml"
DevOps,Kubernetes,Helm,Advanced,,80,커스텀 차트,"templates, values.yaml"
DevOps,Kubernetes,Operators,Advanced,,80,커스텀 리소스,"CRD, Operator pattern"
DevOps,Kubernetes,Service Mesh (Istio),Advanced,,80,트래픽 관리,"Istio, Envoy proxy"
DevOps,CI/CD,GitHub Actions,Basic,,6,기본 워크플로우,"on: push, jobs"
DevOps,CI/CD,GitHub Actions,Intermediate,28,매트릭스 빌드,strategy.matrix,All
DevOps,CI/CD,GitHub Actions,Advanced,,68,재사용 가능한 워크플로우,"workflow_call, composite actions"
DevOps,CI/CD,GitLab CI,Intermediate,,35,.gitlab-ci.yml,"stages, jobs
DevOps,CI/CD,GitLab CI,Advanced,,80,복잡한 파이프라인,"needs, rules
DevOps,CI/CD,Jenkins,Intermediate,,38,Jenkinsfile,"pipeline, stages"
DevOps,CI/CD,Jenkins,Advanced,,80,Shared Libraries,"vars, src directories"
DevOps,CI/CD,ArgoCD,Intermediate,,40,GitOps,"Application CRD, sync"
DevOps,CI/CD,ArgoCD,Advanced,,80,ApplicationSet,"generators, multi-cluster"
DevOps,Terraform,State 관리,Intermediate,,35,Remote backend,"backend s3, state locking"
DevOps,Terraform,State 관리,Advanced,,80,State 마이그레이션,"terraform state mv, import"
DevOps,Terraform,Modules,Intermediate,,38,재사용 가능한 모듈,"module source, outputs"
DevOps,Terraform,Modules,Advanced,,80,복잡한 모듈 구조,"for_each, dynamic blocks"
DevOps,Terraform,Providers,Advanced,76,커스텀 프로바이더,Plugin development,DevOps
DevOps,Monitoring,Prometheus AlertManager,Intermediate,,35,알림 규칙,"alertmanager.yml, routes"
DevOps,Monitoring,Prometheus AlertManager,Advanced,,80,복잡한 라우팅,"inhibit_rules, receivers"
DevOps,Monitoring,Grafana Loki,Intermediate,38,로그 집계,LogQL queries,"DevOps
DevOps,Monitoring,Grafana Loki,Advanced,80,멀티 테넌시,tenant isolation,"DevOps
DevOps,Monitoring,Jaeger,Intermediate,,38,분산 추적,"OpenTracing, spans"
DevOps,Monitoring,Jaeger,Advanced,80,커스텀 계측,Custom instrumentation,"DevOps
DevOps,Monitoring,ELK Stack,Intermediate,,40,로그 파이프라인,"Elasticsearch, Logstash
DevOps,Monitoring,ELK Stack,Advanced,80,복잡한 파싱,Logstash grok patterns,"DevOps
클라우드,AWS Lambda,서버리스 함수,Basic,,10,기본 Lambda 함수,"lambda_handler, event"
클라우드,AWS Lambda,서버리스 함수,Intermediate,,35,이벤트 소스 통합,"S3, SNS
클라우드,AWS Lambda,서버리스 함수,Advanced,,80,Lambda Layers + 최적화,"Layers, cold start optimization"
클라우드,AWS S3,객체 스토리지,Basic,9,파일 업로드/다운로드,boto3 s3.upload_file,"Backend
클라우드,AWS S3,객체 스토리지,Intermediate,,32,버킷 정책 + CORS,"bucket policy, CORS configuration"
클라우드,AWS S3,객체 스토리지,Advanced,,76,라이프사이클 + 암호화,"lifecycle rules, KMS encryption"
클라우드,AWS DynamoDB,NoSQL,Basic,,10,기본 CRUD,"put_item, get_item"
클라우드,AWS DynamoDB,NoSQL,Intermediate,35,GSI + 쿼리 최적화,Global Secondary Index,"Backend
클라우드,AWS DynamoDB,NoSQL,Advanced,,80,DynamoDB Streams,"Stream processing, Lambda trigger"
클라우드,AWS SQS,메시지 큐,Intermediate,,32,큐 처리,"send_message, receive_message"
클라우드,AWS SQS,메시지 큐,Advanced,,76,FIFO + 배치 처리,"FIFO queue, batch operations"
클라우드,AWS SNS,알림 서비스,Intermediate,,30,Pub/Sub,"publish, subscribe"
클라우드,AWS SNS,알림 서비스,Advanced,72,필터 정책,message filtering,"Backend
클라우드,AWS ECS,컨테이너 오케스트레이션,Intermediate,,40,Task Definition,"ECS Task, Service"
클라우드,AWS ECS,컨테이너 오케스트레이션,Advanced,,80,Fargate + Auto Scaling,"Fargate, service auto scaling"
클라우드,AWS CloudFormation,IaC,Intermediate,,38,스택 관리,"Resources, Parameters
클라우드,AWS CloudFormation,IaC,Advanced,,80,StackSets + 복잡한 템플릿,"StackSets, nested stacks"
클라우드,AWS CDK,프로그래밍 방식 IaC,Intermediate,,40,기본 스택,"aws_cdk Stack, Construct"
클라우드,AWS CDK,프로그래밍 방식 IaC,Advanced,,80,커스텀 Construct,"Custom constructs, aspects"
클라우드,GCP Cloud Functions,서버리스,Intermediate,35,HTTP 트리거,def hello_http(request):,"Backend
클라우드,GCP Cloud Functions,서버리스,Advanced,,80,이벤트 트리거,"Pub/Sub, Cloud Storage triggers"
클라우드,GCP BigQuery,데이터 웨어하우스,Intermediate,,38,SQL 쿼리,"SELECT, JOIN
클라우드,GCP BigQuery,데이터 웨어하우스,Advanced,,80,스트리밍 삽입,"streaming inserts, partitioning"
클라우드,GCP Pub/Sub,메시징,Intermediate,,35,토픽 + 구독,"publish, pull"
클라우드,GCP Dataflow,스트림 처리,Advanced,,80,Apache Beam,"PTransform, ParDo"
클라우드,Azure Functions,서버리스,Intermediate,35,트리거 바인딩,function_app decorator,"Backend
클라우드,Azure Blob Storage,객체 스토리지,Intermediate,32,컨테이너 관리,BlobServiceClient,"Backend
클라우드,Azure Cosmos DB,NoSQL,Intermediate,,38,다중 모델,"SQL API, MongoDB API"
보안,암호화,Fernet,Intermediate,,30,대칭 암호화,"Fernet.generate_key, encrypt"
보안,암호화,RSA,Advanced,,72,비대칭 암호화,"RSA key pair, public/private"
보안,암호화,AES,Advanced,76,AES 암호화,AES-256-GCM,"Backend
보안,해싱,hashlib,Basic,,9,기본 해싱,"sha256, md5"
보안,해싱,bcrypt,Intermediate,,30,비밀번호 해싱,"bcrypt.hashpw, salt"
보안,해싱,Argon2,Advanced,72,최신 해싱,argon2.PasswordHasher,"Backend
보안,입력 검증,validators,Intermediate,,28,데이터 검증,"validators.email, validators.url"
보안,입력 검증,bleach,Intermediate,,32,XSS 방지,"bleach.clean, allowed_tags"
보안,SQL Injection 방지,파라미터화 쿼리,Intermediate,35,Prepared statements,cursor.execute with params,"Backend
보안,CSRF 방지,토큰 검증,Intermediate,32,CSRF 토큰,csrf_token validation,"Backend
보안,레이트 리미팅,slowapi,Intermediate,,30,API 제한,"Limiter, limiter.limit"
보안,레이트 리미팅,Redis 기반,Advanced,72,분산 레이트 리미팅,Redis rate limiting,"Backend
성능 최적화,프로파일링,cProfile,Intermediate,,32,CPU 프로파일링,"cProfile.run, pstats"
성능 최적화,프로파일링,line_profiler,Advanced,72,라인 단위 프로파일링,@profile decorator,"Backend
성능 최적화,프로파일링,memory_profiler,Advanced,72,메모리 프로파일링,@profile for memory,"Backend
성능 최적화,프로파일링,py-spy,Advanced,76,샘플링 프로파일러,py-spy record,"Backend
성능 최적화,캐싱,functools.lru_cache,Intermediate,28,함수 결과 캐싱,@lru_cache(maxsize=128),"Backend
성능 최적화,캐싱,cachetools,Intermediate,,32,고급 캐싱,"TTLCache, LRUCache"
성능 최적화,캐싱,diskcache,Advanced,,68,디스크 캐싱,"Cache, FanoutCache"
성능 최적화,멀티프로세싱,multiprocessing,Intermediate,,35,병렬 처리,"Pool, Process"
성능 최적화,멀티프로세싱,concurrent.futures,Intermediate,,38,스레드/프로세스 풀,"ProcessPoolExecutor, ThreadPoolExecutor"
성능 최적화,비동기 I/O,aiofiles,Intermediate,32,비동기 파일 I/O,async with aiofiles.open,Backend
성능 최적화,비동기 I/O,aiomysql,Intermediate,35,비동기 MySQL,await conn.execute,"Backend
성능 최적화,비동기 I/O,asyncpg,Advanced,,72,비동기 PostgreSQL,"await conn.fetch, prepared statements"
테스트,pytest,픽스처,Intermediate,28,테스트 셋업,@pytest.fixture,"Backend
테스트,pytest,파라미터화,Intermediate,30,여러 입력 테스트,@pytest.mark.parametrize,"Backend
테스트,pytest,마커,Intermediate,28,테스트 분류,@pytest.mark.slow,"Backend
테스트,pytest,플러그인,Advanced,,76,커스텀 플러그인,"pytest_configure, hooks"
테스트,unittest,Mock,Intermediate,,32,객체 모킹,"unittest.mock.Mock, patch"
테스트,unittest,Mock,Advanced,,72,복잡한 모킹,"side_effect, mock chaining"
